0,0
0.0003012804186,0.01
0.0006025608371,0.02
0.0009038412557,0.03
0.001205121674,0.04
0.001506402093,0.05
0.001807682511,0.06
0.00210896293,0.07
0.002410243348,0.08
0.002711523767,0.09
0.003012804186,0.1
0.003314084604,0.11
0.003615365023,0.12
0.003916645441,0.13
0.00421792586,0.14
0.004519206278,0.15
0.004820486697,0.16
0.005121767115,0.17
0.005423047534,0.18
0.005724327953,0.19
0.006025608371,0.2
0.00632688879,0.21
0.006628169395,0.22
0.006931212646,0.23
0.00724277383,0.24
0.007563098232,0.25
0.007890126629,0.26
0.008223167291,0.27
0.008561216366,0.28
0.00890454386,0.29
0.009252403265,0.3
0.009604234323,0.31
0.009960222317,0.32
0.01032031982,0.33
0.01068417563,0.34
0.01105149508,0.35
0.01142294019,0.36
0.01179866002,0.37
0.01217796191,0.38
0.01256243644,0.39
0.01295278284,0.4
0.01334938753,0.41
0.01375242709,0.42
0.01416088997,0.43
0.01457458636,0.44
0.01499385575,0.45
0.01541793029,0.46
0.01584673596,0.47
0.01628111625,0.48
0.01672167426,0.49
0.01716763054,0.5
0.01761950494,0.51
0.01807689352,0.52
0.01853958621,0.53
0.01900916488,0.54
0.01948496738,0.55
0.01996709988,0.56
0.02045545455,0.57
0.02095035157,0.58
0.02145231132,0.59
0.02196131746,0.6
0.02247741026,0.61
0.0230032387,0.62
0.02353695107,0.63
0.02407989322,0.64
0.02463066377,0.65
0.02518892617,0.66
0.02575856286,0.67
0.02633928175,0.68
0.02693202665,0.69
0.02753679428,0.7
0.02815188673,0.71
0.02877702265,0.72
0.02942283122,0.73
0.03008285844,0.74
0.03075739304,0.75
0.03144684799,0.76
0.03216774017,0.77
0.03291121242,0.78
0.03368221762,0.79
0.03447271756,0.8
0.0353961933,0.81
0.03645391881,0.82
0.03754051518,0.83
0.03868557666,0.84
0.03989426589,0.85
0.04116588041,0.86
0.04249262797,0.87
0.0438337055,0.88
0.04523289708,0.89
0.04666753513,0.9
0.04813646088,0.91
0.04963406802,0.92
0.05115438397,0.93
0.052697854,0.94
0.05428383472,0.95
0.05592418905,0.96
0.05753599146,0.97
0.05927646733,0.98
0.06085706741,0.99
0.06255948304,1
