-1.7462807235543079e-6	-2.1140446598712134e-5	-0.00012759695848761716	-9.981197458324624e-5	-0.0008530447825160865	-8.646226520227358e-5	-0.0039174473261804985	-0.0062557341780299066	-0.0015869547519877275	0.00020683129382461442
-0.00014342497245125124	-0.0010313862638024781	-0.003437800063381632	-0.0022530574116188373	-0.00958316107197858	-0.000553731061353947	-0.013931825588695594	-0.0014181252150912286	0.0011198229536261623	-0.00021505237744431333
-0.003951387985548081	0.004042544123861791	-0.005906266314681303	0.008174275218882738	-0.0009206838427454979	0.0068208904378633676	0.0010472599045714152	-0.002523873194713945	0.005676814053054131	-0.013661986317621909
-0.001053054578209679	0.0015918251208418249	-0.0026524201137081093	0.0021982769637936103	0.001048239871673979	0.004384316993267263	-0.0010253083159023554	4.253246356540695e-5	0.006075033581293908	-0.002258201592794607
-0.0031765960024785545	0.0048437825470204025	-0.007088088977778181	0.003445312472926455	0.004505049775425445	0.008472135188742376	-0.004261916514493951	0.0027899999136176555	0.010676664292531855	0.0032300371792443588
-0.012523972459074884	0.012967315418631761	-0.014678636248134681	0.013757451375122815	0.00036835642043391064	0.01268493811238071	0.0015322710845029153	-0.004067015937254903	0.0019126302906463243	-0.0021221985812106105
-0.0002131446618523971	-0.0014627740829468135	-0.004623779079661387	-0.0029910972904399853	-0.01193042449889361	-0.0005968753614475173	-0.015414154278626328	0.00031219478942005776	0.0014324486838906618	-0.00047381581728092207
-1.7437415505049878e-6	-2.1055340490537347e-5	-0.00012681771136781268	-9.915596819686523e-5	-0.0008461937892862807	-8.568279592210566e-5	-0.0038809040818022548	-0.006192262253906219	-0.0015704978689407402	0.00020449416176558633
-0.0009007650220980339	0.001399282179615754	-0.0009461841720837651	-0.002606256465494243	0.0027538429233841073	-0.003327008236024443	-0.002426635384044143	0.003134352947324099	-0.0015645813811563088	-0.004858625105377442
-0.00355519079867575	0.003972153023425799	-0.0002788438920999202	-0.00905913726304831	0.0042823067446940265	-0.0074793694562191905	-0.0017783210212781368	0.0006770925182836783	0.0016095288006181467	-0.014474314148966364
-0.003912770461338011	0.0014218406703334996	0.004176234493197316	-0.007184685880799042	-0.0019080563703488128	0.0019550507938266857	0.002862456963000204	-0.004692982177798305	0.009890264828913885	-0.008054741667216004
